Close Year,Date Stamp,Number of Records (copy),Number of Records,Type Desc,Uniq Id,Allegation Desc
2010,5/12/17,1,1,Abuse of Authority,1954,Stop
2010,5/12/17,1,1,Abuse of Authority,1998,Stop
2010,5/12/17,1,1,Abuse of Authority,2078,Stop
2010,5/12/17,1,1,Abuse of Authority,2095,Stop
2010,5/12/17,1,1,Abuse of Authority,2097,Stop
2010,5/12/17,1,1,Abuse of Authority,2145,Stop
2010,5/12/17,1,1,Abuse of Authority,2146,Stop
2010,5/12/17,1,1,Abuse of Authority,2269,Stop
2010,5/12/17,1,1,Abuse of Authority,2422,Stop
2010,5/12/17,1,1,Abuse of Authority,2425,Stop
2010,5/12/17,1,1,Abuse of Authority,2427,Stop
2010,5/12/17,1,1,Abuse of Authority,324,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,328,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,389,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,592,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,666,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,724,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,837,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,841,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,853,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,918,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,940,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,968,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,970,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,1136,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,1263,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,1266,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,1344,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,1398,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,1557,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,1564,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,1694,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,1697,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,1838,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,2115,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,2211,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,2223,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,2267,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,2274,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,2332,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,2333,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,2421,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,2423,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,2426,Threat of arrest
2010,5/12/17,1,1,Abuse of Authority,589,Threat of force (verbal or physical)
2010,5/12/17,1,1,Abuse of Authority,591,Threat of force (verbal or physical)
2010,5/12/17,1,1,Abuse of Authority,1137,Threat of force (verbal or physical)
2010,5/12/17,1,1,Abuse of Authority,1265,Threat of force (verbal or physical)
2010,5/12/17,1,1,Abuse of Authority,1478,Threat of force (verbal or physical)
2010,5/12/17,1,1,Abuse of Authority,1895,Threat of force (verbal or physical)
2010,5/12/17,1,1,Abuse of Authority,1933,Threat of force (verbal or physical)
2010,5/12/17,1,1,Abuse of Authority,2148,Threat of force (verbal or physical)
2010,5/12/17,1,1,Abuse of Authority,1837,Threat of summons
2010,5/12/17,1,1,Abuse of Authority,1999,Threat of summons
2010,5/12/17,1,1,Abuse of Authority,2002,Threat of summons
2010,5/12/17,1,1,Abuse of Authority,2275,Threat of summons
2010,5/12/17,1,1,Abuse of Authority,969,Threat to damage/seize property
2010,5/12/17,1,1,Abuse of Authority,1387,Threat to damage/seize property
2010,5/12/17,1,1,Abuse of Authority,1388,Threat to damage/seize property
2010,5/12/17,1,1,Abuse of Authority,1955,Threat to damage/seize property
2010,5/12/17,1,1,Abuse of Authority,719,Vehicle search
2010,5/12/17,1,1,Abuse of Authority,852,Vehicle search
2010,5/12/17,1,1,Abuse of Authority,1343,Vehicle search
2010,5/12/17,1,1,Abuse of Authority,1549,Vehicle search
2010,5/12/17,1,1,Abuse of Authority,1555,Vehicle search
2010,5/12/17,1,1,Abuse of Authority,1698,Vehicle search
2010,5/12/17,1,1,Abuse of Authority,1946,Vehicle search
2010,5/12/17,1,1,Abuse of Authority,2142,Vehicle search
2010,5/12/17,1,1,Abuse of Authority,2143,Vehicle search
2010,5/12/17,1,1,Abuse of Authority,2246,Vehicle search
2010,5/12/17,1,1,Abuse of Authority,2266,Vehicle search
2010,5/12/17,1,1,Abuse of Authority,2394,Vehicle search
2010,5/12/17,1,1,Abuse of Authority,2395,Vehicle search
2010,5/12/17,1,1,Abuse of Authority,717,Vehicle stop
2010,5/12/17,1,1,Abuse of Authority,720,Vehicle stop
2010,5/12/17,1,1,Abuse of Authority,903,Vehicle stop
2010,5/12/17,1,1,Abuse of Authority,1554,Vehicle stop
2010,5/12/17,1,1,Abuse of Authority,1696,Vehicle stop
2010,5/12/17,1,1,Abuse of Authority,1915,Vehicle stop
2010,5/12/17,1,1,Abuse of Authority,2212,Vehicle stop
2010,5/12/17,1,1,Abuse of Authority,2418,Vehicle stop
2010,5/12/17,1,1,Abuse of Authority,2419,Vehicle stop
2011,5/12/17,1,1,Abuse of Authority,331,Frisk
2011,5/12/17,1,1,Abuse of Authority,410,Frisk
2011,5/12/17,1,1,Abuse of Authority,471,Frisk
2011,5/12/17,1,1,Abuse of Authority,476,Frisk
2011,5/12/17,1,1,Abuse of Authority,478,Frisk
2011,5/12/17,1,1,Abuse of Authority,481,Frisk
2011,5/12/17,1,1,Abuse of Authority,599,Frisk
2011,5/12/17,1,1,Abuse of Authority,603,Frisk
2011,5/12/17,1,1,Abuse of Authority,607,Frisk
2011,5/12/17,1,1,Abuse of Authority,610,Frisk
2011,5/12/17,1,1,Abuse of Authority,686,Frisk
2011,5/12/17,1,1,Abuse of Authority,1086,Frisk
2011,5/12/17,1,1,Abuse of Authority,1135,Frisk
2011,5/12/17,1,1,Abuse of Authority,1328,Frisk
2011,5/12/17,1,1,Abuse of Authority,1329,Frisk
2011,5/12/17,1,1,Abuse of Authority,1403,Frisk
2011,5/12/17,1,1,Abuse of Authority,1658,Frisk
2011,5/12/17,1,1,Abuse of Authority,1661,Frisk
2011,5/12/17,1,1,Abuse of Authority,1704,Frisk
2011,5/12/17,1,1,Abuse of Authority,1780,Frisk
2011,5/12/17,1,1,Abuse of Authority,1803,Frisk
2011,5/12/17,1,1,Abuse of Authority,2007,Frisk
2011,5/12/17,1,1,Abuse of Authority,2109,Frisk
2011,5/12/17,1,1,Abuse of Authority,2152,Frisk
2011,5/12/17,1,1,Abuse of Authority,2233,Frisk
2011,5/12/17,1,1,Abuse of Authority,2277,Frisk
2011,5/12/17,1,1,Abuse of Authority,2279,Frisk
2011,5/12/17,1,1,Abuse of Authority,1189,Gun Drawn
2011,5/12/17,1,1,Abuse of Authority,725,Premises entered and/or searched
2011,5/12/17,1,1,Abuse of Authority,1145,Premises entered and/or searched
2011,5/12/17,1,1,Abuse of Authority,1710,Premises entered and/or searched
2011,5/12/17,1,1,Abuse of Authority,337,Question
2011,5/12/17,1,1,Abuse of Authority,409,Question
2011,5/12/17,1,1,Abuse of Authority,411,Question
2011,5/12/17,1,1,Abuse of Authority,606,Question
2011,5/12/17,1,1,Abuse of Authority,776,Question
2011,5/12/17,1,1,Abuse of Authority,673,Refusal to process civilian complaint
2011,5/12/17,1,1,Abuse of Authority,783,Refusal to provide name/shield number
2011,5/12/17,1,1,Abuse of Authority,936,Refusal to provide name/shield number
2011,5/12/17,1,1,Abuse of Authority,987,Refusal to provide name/shield number
2011,5/12/17,1,1,Abuse of Authority,1221,Refusal to provide name/shield number
2011,5/12/17,1,1,Abuse of Authority,1402,Refusal to provide name/shield number
2011,5/12/17,1,1,Abuse of Authority,1456,Refusal to provide name/shield number
2011,5/12/17,1,1,Abuse of Authority,1457,Refusal to provide name/shield number
2011,5/12/17,1,1,Abuse of Authority,1565,Refusal to provide name/shield number
2011,5/12/17,1,1,Abuse of Authority,1567,Refusal to provide name/shield number
2011,5/12/17,1,1,Abuse of Authority,1646,Refusal to provide name/shield number
2011,5/12/17,1,1,Abuse of Authority,1772,Refusal to provide name/shield number
2011,5/12/17,1,1,Abuse of Authority,1850,Refusal to provide name/shield number
2011,5/12/17,1,1,Abuse of Authority,1851,Refusal to provide name/shield number
2011,5/12/17,1,1,Abuse of Authority,2004,Refusal to provide name/shield number
2011,5/12/17,1,1,Abuse of Authority,2006,Refusal to provide name/shield number
2011,5/12/17,1,1,Abuse of Authority,2431,Refusal to provide name/shield number
2011,5/12/17,1,1,Abuse of Authority,2433,Refusal to provide name/shield number
2011,5/12/17,1,1,Abuse of Authority,2435,Refusal to provide name/shield number
2011,5/12/17,1,1,Abuse of Authority,335,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,336,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,402,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,470,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,473,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,474,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,479,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,601,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,605,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,611,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,691,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,855,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,1132,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,1144,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,1276,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,1404,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,1459,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,1705,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,1707,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,1708,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,1779,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,1801,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,1848,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,2009,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,2010,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,2060,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,2108,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,2153,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,2231,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,2234,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,2276,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,2278,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,2371,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,2387,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,2388,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,2437,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,2481,Search (of person)
2011,5/12/17,1,1,Abuse of Authority,333,Stop
2011,5/12/17,1,1,Abuse of Authority,334,Stop
2011,5/12/17,1,1,Abuse of Authority,432,Stop
2011,5/12/17,1,1,Abuse of Authority,433,Stop
2011,5/12/17,1,1,Abuse of Authority,434,Stop
2011,5/12/17,1,1,Abuse of Authority,438,Stop
2011,5/12/17,1,1,Abuse of Authority,469,Stop
2011,5/12/17,1,1,Abuse of Authority,472,Stop
2011,5/12/17,1,1,Abuse of Authority,475,Stop
2011,5/12/17,1,1,Abuse of Authority,477,Stop
2011,5/12/17,1,1,Abuse of Authority,480,Stop
2011,5/12/17,1,1,Abuse of Authority,482,Stop
2011,5/12/17,1,1,Abuse of Authority,483,Stop
2011,5/12/17,1,1,Abuse of Authority,598,Stop
2011,5/12/17,1,1,Abuse of Authority,600,Stop
2011,5/12/17,1,1,Abuse of Authority,604,Stop
2011,5/12/17,1,1,Abuse of Authority,608,Stop
2011,5/12/17,1,1,Abuse of Authority,609,Stop
2011,5/12/17,1,1,Abuse of Authority,692,Stop
2011,5/12/17,1,1,Abuse of Authority,856,Stop
2011,5/12/17,1,1,Abuse of Authority,986,Stop
2011,5/12/17,1,1,Abuse of Authority,1085,Stop
2011,5/12/17,1,1,Abuse of Authority,1133,Stop
2011,5/12/17,1,1,Abuse of Authority,1134,Stop
2011,5/12/17,1,1,Abuse of Authority,1142,Stop
2011,5/12/17,1,1,Abuse of Authority,1327,Stop
2011,5/12/17,1,1,Abuse of Authority,1401,Stop
2011,5/12/17,1,1,Abuse of Authority,1458,Stop
2011,5/12/17,1,1,Abuse of Authority,1460,Stop
2011,5/12/17,1,1,Abuse of Authority,1495,Stop
2011,5/12/17,1,1,Abuse of Authority,1517,Stop
2011,5/12/17,1,1,Abuse of Authority,1518,Stop
2011,5/12/17,1,1,Abuse of Authority,1699,Stop
2011,5/12/17,1,1,Abuse of Authority,1700,Stop
2011,5/12/17,1,1,Abuse of Authority,1703,Stop
2011,5/12/17,1,1,Abuse of Authority,1706,Stop
2011,5/12/17,1,1,Abuse of Authority,1709,Stop
2011,5/12/17,1,1,Abuse of Authority,1782,Stop
2011,5/12/17,1,1,Abuse of Authority,1802,Stop
2011,5/12/17,1,1,Abuse of Authority,1841,Stop
2011,5/12/17,1,1,Abuse of Authority,2008,Stop
2011,5/12/17,1,1,Abuse of Authority,2011,Stop
2011,5/12/17,1,1,Abuse of Authority,2151,Stop
2011,5/12/17,1,1,Abuse of Authority,2232,Stop
2011,5/12/17,1,1,Abuse of Authority,2280,Stop
2011,5/12/17,1,1,Abuse of Authority,2370,Stop
2011,5/12/17,1,1,Abuse of Authority,2372,Stop
2011,5/12/17,1,1,Abuse of Authority,2436,Stop
2011,5/12/17,1,1,Abuse of Authority,2438,Stop
2011,5/12/17,1,1,Abuse of Authority,2480,Stop
2011,5/12/17,1,1,Abuse of Authority,332,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,484,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,544,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,554,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,726,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,727,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,1143,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,1274,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,1275,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,1358,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,1400,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,1407,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,1701,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,1781,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,1794,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,1795,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,2003,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,2005,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,2012,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,2107,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,2154,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,2201,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,2334,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,2335,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,2359,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,2386,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,2429,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,2430,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,2432,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,2434,Threat of arrest
2011,5/12/17,1,1,Abuse of Authority,1702,Threat of force (verbal or physical)
2011,5/12/17,1,1,Abuse of Authority,2013,Threat of force (verbal or physical)
2011,5/12/17,1,1,Abuse of Authority,2360,Threat of force (verbal or physical)
2011,5/12/17,1,1,Abuse of Authority,560,Threat of summons
2011,5/12/17,1,1,Abuse of Authority,602,Threat of summons
2011,5/12/17,1,1,Abuse of Authority,1084,Threat of summons
2011,5/12/17,1,1,Abuse of Authority,2155,Threat of summons
2011,5/12/17,1,1,Abuse of Authority,1934,Threat to damage/seize property
2011,5/12/17,1,1,Abuse of Authority,854,Vehicle search
2011,5/12/17,1,1,Abuse of Authority,1405,Vehicle search
2011,5/12/17,1,1,Abuse of Authority,1659,Vehicle search
2011,5/12/17,1,1,Abuse of Authority,1660,Vehicle search
2011,5/12/17,1,1,Abuse of Authority,1847,Vehicle search
2011,5/12/17,1,1,Abuse of Authority,2150,Vehicle search
2011,5/12/17,1,1,Abuse of Authority,1406,Vehicle stop
2011,5/12/17,1,1,Abuse of Authority,1566,Vehicle stop
2011,5/12/17,1,1,Abuse of Authority,1846,Vehicle stop
2011,5/12/17,1,1,Abuse of Authority,1849,Vehicle stop
2011,5/12/17,1,1,Abuse of Authority,2202,Vehicle stop
2012,5/12/17,1,1,Abuse of Authority,486,Frisk
2012,5/12/17,1,1,Abuse of Authority,614,Frisk
2012,5/12/17,1,1,Abuse of Authority,618,Frisk
2012,5/12/17,1,1,Abuse of Authority,621,Frisk
2012,5/12/17,1,1,Abuse of Authority,774,Frisk
2012,5/12/17,1,1,Abuse of Authority,859,Frisk
2012,5/12/17,1,1,Abuse of Authority,1481,Frisk
2012,5/12/17,1,1,Abuse of Authority,1757,Frisk
2012,5/12/17,1,1,Abuse of Authority,1758,Frisk
2012,5/12/17,1,1,Abuse of Authority,2282,Frisk
2012,5/12/17,1,1,Abuse of Authority,2289,Frisk
2012,5/12/17,1,1,Abuse of Authority,2482,Frisk
2012,5/12/17,1,1,Abuse of Authority,788,Premises entered and/or searched
2012,5/12/17,1,1,Abuse of Authority,789,Premises entered and/or searched
2012,5/12/17,1,1,Abuse of Authority,1807,Premises entered and/or searched
2012,5/12/17,1,1,Abuse of Authority,1809,Premises entered and/or searched
2012,5/12/17,1,1,Abuse of Authority,1811,Premises entered and/or searched
2012,5/12/17,1,1,Abuse of Authority,1812,Premises entered and/or searched
2012,5/12/17,1,1,Abuse of Authority,1853,Premises entered and/or searched
2012,5/12/17,1,1,Abuse of Authority,1854,Property damaged
2012,5/12/17,1,1,Abuse of Authority,277,Question
2012,5/12/17,1,1,Abuse of Authority,819,Question
2012,5/12/17,1,1,Abuse of Authority,1201,Question
2012,5/12/17,1,1,Abuse of Authority,1230,Question
2012,5/12/17,1,1,Abuse of Authority,857,Refusal to process civilian complaint
2012,5/12/17,1,1,Abuse of Authority,1146,Refusal to process civilian complaint
2012,5/12/17,1,1,Abuse of Authority,2016,Refusal to process civilian complaint
2012,5/12/17,1,1,Abuse of Authority,269,Refusal to provide name/shield number
2012,5/12/17,1,1,Abuse of Authority,616,Refusal to provide name/shield number
2012,5/12/17,1,1,Abuse of Authority,728,Refusal to provide name/shield number
2012,5/12/17,1,1,Abuse of Authority,920,Refusal to provide name/shield number
2012,5/12/17,1,1,Abuse of Authority,921,Refusal to provide name/shield number
2012,5/12/17,1,1,Abuse of Authority,1147,Refusal to provide name/shield number
2012,5/12/17,1,1,Abuse of Authority,1212,Refusal to provide name/shield number
2012,5/12/17,1,1,Abuse of Authority,1278,Refusal to provide name/shield number
2012,5/12/17,1,1,Abuse of Authority,1409,Refusal to provide name/shield number
2012,5/12/17,1,1,Abuse of Authority,1845,Refusal to provide name/shield number
2012,5/12/17,1,1,Abuse of Authority,1852,Refusal to provide name/shield number
2012,5/12/17,1,1,Abuse of Authority,1926,Refusal to provide name/shield number
2012,5/12/17,1,1,Abuse of Authority,2015,Refusal to provide name/shield number
2012,5/12/17,1,1,Abuse of Authority,2224,Refusal to provide name/shield number
2012,5/12/17,1,1,Abuse of Authority,2283,Refusal to provide name/shield number
2012,5/12/17,1,1,Abuse of Authority,619,Search (of person)
2012,5/12/17,1,1,Abuse of Authority,622,Search (of person)
2012,5/12/17,1,1,Abuse of Authority,1277,Search (of person)
2012,5/12/17,1,1,Abuse of Authority,1640,Search (of person)
2012,5/12/17,1,1,Abuse of Authority,1756,Search (of person)
2012,5/12/17,1,1,Abuse of Authority,1843,Search (of person)
2012,5/12/17,1,1,Abuse of Authority,2216,Search (of person)
2012,5/12/17,1,1,Abuse of Authority,2284,Search (of person)
2012,5/12/17,1,1,Abuse of Authority,2288,Search (of person)
2012,5/12/17,1,1,Abuse of Authority,2483,Search (of person)
2012,5/12/17,1,1,Abuse of Authority,278,Stop
2012,5/12/17,1,1,Abuse of Authority,279,Stop
2012,5/12/17,1,1,Abuse of Authority,297,Stop
2012,5/12/17,1,1,Abuse of Authority,338,Stop
2012,5/12/17,1,1,Abuse of Authority,485,Stop
2012,5/12/17,1,1,Abuse of Authority,549,Stop
2012,5/12/17,1,1,Abuse of Authority,612,Stop
2012,5/12/17,1,1,Abuse of Authority,613,Stop
2012,5/12/17,1,1,Abuse of Authority,615,Stop
2012,5/12/17,1,1,Abuse of Authority,617,Stop
2012,5/12/17,1,1,Abuse of Authority,620,Stop
2012,5/12/17,1,1,Abuse of Authority,732,Stop
2012,5/12/17,1,1,Abuse of Authority,775,Stop
2012,5/12/17,1,1,Abuse of Authority,814,Stop
2012,5/12/17,1,1,Abuse of Authority,818,Stop
2012,5/12/17,1,1,Abuse of Authority,858,Stop
2012,5/12/17,1,1,Abuse of Authority,990,Stop
2012,5/12/17,1,1,Abuse of Authority,991,Stop
2012,5/12/17,1,1,Abuse of Authority,1200,Stop
2012,5/12/17,1,1,Abuse of Authority,1284,Stop
2012,5/12/17,1,1,Abuse of Authority,1408,Stop
2012,5/12/17,1,1,Abuse of Authority,1627,Stop
2012,5/12/17,1,1,Abuse of Authority,1629,Stop
2012,5/12/17,1,1,Abuse of Authority,1639,Stop
2012,5/12/17,1,1,Abuse of Authority,1753,Stop
2012,5/12/17,1,1,Abuse of Authority,1754,Stop
2012,5/12/17,1,1,Abuse of Authority,1755,Stop
2012,5/12/17,1,1,Abuse of Authority,1844,Stop
2012,5/12/17,1,1,Abuse of Authority,2156,Stop
2012,5/12/17,1,1,Abuse of Authority,2217,Stop
2012,5/12/17,1,1,Abuse of Authority,2281,Stop
2012,5/12/17,1,1,Abuse of Authority,2290,Stop
2012,5/12/17,1,1,Abuse of Authority,2484,Stop
2012,5/12/17,1,1,Abuse of Authority,298,Threat of arrest
2012,5/12/17,1,1,Abuse of Authority,301,Threat of arrest
2012,5/12/17,1,1,Abuse of Authority,564,Threat of arrest
2012,5/12/17,1,1,Abuse of Authority,731,Threat of arrest
2012,5/12/17,1,1,Abuse of Authority,989,Threat of arrest
2012,5/12/17,1,1,Abuse of Authority,1568,Threat of arrest
2012,5/12/17,1,1,Abuse of Authority,1808,Threat of arrest
2012,5/12/17,1,1,Abuse of Authority,1810,Threat of arrest
2012,5/12/17,1,1,Abuse of Authority,1813,Threat of arrest
2012,5/12/17,1,1,Abuse of Authority,1842,Threat of arrest
2012,5/12/17,1,1,Abuse of Authority,1927,Threat of arrest
2012,5/12/17,1,1,Abuse of Authority,2285,Threat of arrest
2012,5/12/17,1,1,Abuse of Authority,1628,Threat of force (verbal or physical)
2012,5/12/17,1,1,Abuse of Authority,1928,Threat of force (verbal or physical)
2012,5/12/17,1,1,Abuse of Authority,2014,Threat of force (verbal or physical)
2012,5/12/17,1,1,Abuse of Authority,1711,Threat of summons
2012,5/12/17,1,1,Abuse of Authority,1479,Vehicle stop
2012,5/12/17,1,1,Abuse of Authority,1480,Vehicle stop
2013,5/12/17,1,1,Abuse of Authority,281,Frisk
2013,5/12/17,1,1,Abuse of Authority,344,Frisk
2013,5/12/17,1,1,Abuse of Authority,489,Frisk
2013,5/12/17,1,1,Abuse of Authority,730,Frisk
2013,5/12/17,1,1,Abuse of Authority,906,Frisk
2013,5/12/17,1,1,Abuse of Authority,930,Frisk
2013,5/12/17,1,1,Abuse of Authority,995,Frisk
2013,5/12/17,1,1,Abuse of Authority,1073,Frisk
2013,5/12/17,1,1,Abuse of Authority,1574,Frisk
2013,5/12/17,1,1,Abuse of Authority,1712,Frisk
2013,5/12/17,1,1,Abuse of Authority,1717,Frisk
2013,5/12/17,1,1,Abuse of Authority,1785,Frisk
2013,5/12/17,1,1,Abuse of Authority,1788,Frisk
2013,5/12/17,1,1,Abuse of Authority,1791,Frisk
2013,5/12/17,1,1,Abuse of Authority,1958,Frisk
2013,5/12/17,1,1,Abuse of Authority,2022,Frisk
2013,5/12/17,1,1,Abuse of Authority,2161,Frisk
2013,5/12/17,1,1,Abuse of Authority,2378,Frisk
2013,5/12/17,1,1,Abuse of Authority,2380,Frisk
2013,5/12/17,1,1,Abuse of Authority,2441,Frisk
2013,5/12/17,1,1,Abuse of Authority,2442,Frisk
2013,5/12/17,1,1,Abuse of Authority,2165,Gun Drawn
2013,5/12/17,1,1,Abuse of Authority,733,Premises entered and/or searched
2013,5/12/17,1,1,Abuse of Authority,734,Premises entered and/or searched
2013,5/12/17,1,1,Abuse of Authority,1051,Premises entered and/or searched
2013,5/12/17,1,1,Abuse of Authority,667,Question
2013,5/12/17,1,1,Abuse of Authority,860,Question
2013,5/12/17,1,1,Abuse of Authority,946,Question
2013,5/12/17,1,1,Abuse of Authority,997,Question
2013,5/12/17,1,1,Abuse of Authority,1571,Question
2013,5/12/17,1,1,Abuse of Authority,2242,Question
2013,5/12/17,1,1,Abuse of Authority,2292,Question
2013,5/12/17,1,1,Abuse of Authority,347,Refusal to provide name/shield number
2013,5/12/17,1,1,Abuse of Authority,624,Refusal to provide name/shield number
2013,5/12/17,1,1,Abuse of Authority,863,Refusal to provide name/shield number
2013,5/12/17,1,1,Abuse of Authority,941,Refusal to provide name/shield number
2013,5/12/17,1,1,Abuse of Authority,945,Refusal to provide name/shield number
2013,5/12/17,1,1,Abuse of Authority,996,Refusal to provide name/shield number
2013,5/12/17,1,1,Abuse of Authority,998,Refusal to provide name/shield number
2013,5/12/17,1,1,Abuse of Authority,1151,Refusal to provide name/shield number
2013,5/12/17,1,1,Abuse of Authority,1345,Refusal to provide name/shield number
2013,5/12/17,1,1,Abuse of Authority,1349,Refusal to provide name/shield number
2013,5/12/17,1,1,Abuse of Authority,1611,Refusal to provide name/shield number
2013,5/12/17,1,1,Abuse of Authority,1715,Refusal to provide name/shield number
2013,5/12/17,1,1,Abuse of Authority,1716,Refusal to provide name/shield number
2013,5/12/17,1,1,Abuse of Authority,1719,Refusal to provide name/shield number
2013,5/12/17,1,1,Abuse of Authority,1898,Refusal to provide name/shield number
2013,5/12/17,1,1,Abuse of Authority,2018,Refusal to provide name/shield number
2013,5/12/17,1,1,Abuse of Authority,2019,Refusal to provide name/shield number
2013,5/12/17,1,1,Abuse of Authority,2164,Refusal to provide name/shield number
2013,5/12/17,1,1,Abuse of Authority,2286,Refusal to provide name/shield number
2013,5/12/17,1,1,Abuse of Authority,341,Search (of person)
2013,5/12/17,1,1,Abuse of Authority,349,Search (of person)
2013,5/12/17,1,1,Abuse of Authority,350,Search (of person)
2013,5/12/17,1,1,Abuse of Authority,490,Search (of person)
2013,5/12/17,1,1,Abuse of Authority,531,Search (of person)
2013,5/12/17,1,1,Abuse of Authority,693,Search (of person)
2013,5/12/17,1,1,Abuse of Authority,905,Search (of person)
2013,5/12/17,1,1,Abuse of Authority,907,Search (of person)
2013,5/12/17,1,1,Abuse of Authority,929,Search (of person)
