Close Year,Date Stamp,Number of Records (copy),Number of Records,Type Desc,Uniq Id,Allegation Desc
2006,5/12/17,1,1,Abuse of Authority,305,Frisk
2006,5/12/17,1,1,Abuse of Authority,395,Frisk
2006,5/12/17,1,1,Abuse of Authority,396,Frisk
2006,5/12/17,1,1,Abuse of Authority,1215,Frisk
2006,5/12/17,1,1,Abuse of Authority,1671,Frisk
2006,5/12/17,1,1,Abuse of Authority,1893,Frisk
2006,5/12/17,1,1,Abuse of Authority,2245,Frisk
2006,5/12/17,1,1,Abuse of Authority,1521,Frisk and/or search
2006,5/12/17,1,1,Abuse of Authority,308,Other
2006,5/12/17,1,1,Abuse of Authority,701,Other
2006,5/12/17,1,1,Abuse of Authority,951,Other
2006,5/12/17,1,1,Abuse of Authority,1110,Other
2006,5/12/17,1,1,Abuse of Authority,2403,Other
2006,5/12/17,1,1,Abuse of Authority,1525,Premises entered and/or searched
2006,5/12/17,1,1,Abuse of Authority,684,Property damaged
2006,5/12/17,1,1,Abuse of Authority,1451,Property damaged
2006,5/12/17,1,1,Abuse of Authority,1453,Property damaged
2006,5/12/17,1,1,Abuse of Authority,1524,Property damaged
2006,5/12/17,1,1,Abuse of Authority,267,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,306,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,307,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,398,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,399,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,443,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,445,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,447,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,540,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,571,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,696,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,697,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,702,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,916,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,948,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,954,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,1081,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,1237,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,1238,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,1239,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,1368,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,1370,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,1450,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,1452,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,1519,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,1523,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,1669,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,1675,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,1892,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,1894,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,1960,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,1966,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,2112,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,2128,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,2129,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,2229,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,2244,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,2393,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,2401,Question and/or stop
2006,5/12/17,1,1,Abuse of Authority,1673,Refusal to process civilian complaint
2006,5/12/17,1,1,Abuse of Authority,286,Refusal to provide name/shield number
2006,5/12/17,1,1,Abuse of Authority,444,Refusal to provide name/shield number
2006,5/12/17,1,1,Abuse of Authority,529,Refusal to provide name/shield number
2006,5/12/17,1,1,Abuse of Authority,568,Refusal to provide name/shield number
2006,5/12/17,1,1,Abuse of Authority,570,Refusal to provide name/shield number
2006,5/12/17,1,1,Abuse of Authority,683,Refusal to provide name/shield number
2006,5/12/17,1,1,Abuse of Authority,698,Refusal to provide name/shield number
2006,5/12/17,1,1,Abuse of Authority,699,Refusal to provide name/shield number
2006,5/12/17,1,1,Abuse of Authority,786,Refusal to provide name/shield number
2006,5/12/17,1,1,Abuse of Authority,794,Refusal to provide name/shield number
2006,5/12/17,1,1,Abuse of Authority,933,Refusal to provide name/shield number
2006,5/12/17,1,1,Abuse of Authority,947,Refusal to provide name/shield number
2006,5/12/17,1,1,Abuse of Authority,949,Refusal to provide name/shield number
2006,5/12/17,1,1,Abuse of Authority,1233,Refusal to provide name/shield number
2006,5/12/17,1,1,Abuse of Authority,1363,Refusal to provide name/shield number
2006,5/12/17,1,1,Abuse of Authority,1477,Refusal to provide name/shield number
2006,5/12/17,1,1,Abuse of Authority,1526,Refusal to provide name/shield number
2006,5/12/17,1,1,Abuse of Authority,1656,Refusal to provide name/shield number
2006,5/12/17,1,1,Abuse of Authority,1967,Refusal to provide name/shield number
2006,5/12/17,1,1,Abuse of Authority,1970,Refusal to provide name/shield number
2006,5/12/17,1,1,Abuse of Authority,1972,Refusal to provide name/shield number
2006,5/12/17,1,1,Abuse of Authority,2113,Refusal to provide name/shield number
2006,5/12/17,1,1,Abuse of Authority,2250,Refusal to provide name/shield number
2006,5/12/17,1,1,Abuse of Authority,541,Retaliatory summons
2006,5/12/17,1,1,Abuse of Authority,1527,Retaliatory summons
2006,5/12/17,1,1,Abuse of Authority,1819,Retaliatory summons
2006,5/12/17,1,1,Abuse of Authority,1963,Retaliatory summons
2006,5/12/17,1,1,Abuse of Authority,397,Search (of person)
2006,5/12/17,1,1,Abuse of Authority,400,Search (of person)
2006,5/12/17,1,1,Abuse of Authority,539,Search (of person)
2006,5/12/17,1,1,Abuse of Authority,572,Search (of person)
2006,5/12/17,1,1,Abuse of Authority,703,Search (of person)
2006,5/12/17,1,1,Abuse of Authority,820,Search (of person)
2006,5/12/17,1,1,Abuse of Authority,1216,Search (of person)
2006,5/12/17,1,1,Abuse of Authority,1354,Search (of person)
2006,5/12/17,1,1,Abuse of Authority,1670,Search (of person)
2006,5/12/17,1,1,Abuse of Authority,1676,Search (of person)
2006,5/12/17,1,1,Abuse of Authority,1961,Search (of person)
2006,5/12/17,1,1,Abuse of Authority,1965,Search (of person)
2006,5/12/17,1,1,Abuse of Authority,822,Seizure of property
2006,5/12/17,1,1,Abuse of Authority,303,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,426,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,446,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,567,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,652,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,682,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,695,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,700,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,816,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,823,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,950,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,953,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,957,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,1098,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,1111,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,1206,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,1232,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,1241,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,1242,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,1367,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,1371,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,1520,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,1674,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,1679,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,1770,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,1799,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,1817,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,1818,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,1820,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,1821,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,1891,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,1938,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,1939,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,1962,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,1964,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,2118,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,2124,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,2126,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,2221,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,2222,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,2248,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,2249,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,2382,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,2402,Threat of arrest
2006,5/12/17,1,1,Abuse of Authority,1187,Threat of force (verbal or physical)
2006,5/12/17,1,1,Abuse of Authority,1207,Threat of force (verbal or physical)
2006,5/12/17,1,1,Abuse of Authority,1672,Threat of force (verbal or physical)
2006,5/12/17,1,1,Abuse of Authority,2125,Threat of force (verbal or physical)
2006,5/12/17,1,1,Abuse of Authority,2127,Threat of force (verbal or physical)
2006,5/12/17,1,1,Abuse of Authority,304,Threat of summons
2006,5/12/17,1,1,Abuse of Authority,442,Threat of summons
2006,5/12/17,1,1,Abuse of Authority,569,Threat of summons
2006,5/12/17,1,1,Abuse of Authority,934,Threat of summons
2006,5/12/17,1,1,Abuse of Authority,1243,Threat of summons
2006,5/12/17,1,1,Abuse of Authority,1369,Threat of summons
2006,5/12/17,1,1,Abuse of Authority,1522,Threat of summons
2006,5/12/17,1,1,Abuse of Authority,1655,Threat of summons
2006,5/12/17,1,1,Abuse of Authority,2392,Threat of summons
2006,5/12/17,1,1,Abuse of Authority,2399,Threat of summons
2006,5/12/17,1,1,Abuse of Authority,771,Threat to damage/seize property
2006,5/12/17,1,1,Abuse of Authority,821,Threat to damage/seize property
2006,5/12/17,1,1,Abuse of Authority,2400,Threat to damage/seize property
2006,5/12/17,1,1,Abuse of Authority,2476,Threat to damage/seize property
2006,5/12/17,1,1,Abuse of Authority,952,Threat to notify ACS
2006,5/12/17,1,1,Abuse of Authority,1678,Vehicle search
2006,5/12/17,1,1,Abuse of Authority,285,Vehicle stop
2006,5/12/17,1,1,Abuse of Authority,956,Vehicle stop
2006,5/12/17,1,1,Abuse of Authority,1217,Vehicle stop
2006,5/12/17,1,1,Abuse of Authority,1240,Vehicle stop
2006,5/12/17,1,1,Abuse of Authority,1528,Vehicle stop
2006,5/12/17,1,1,Abuse of Authority,1677,Vehicle stop
2006,5/12/17,1,1,Abuse of Authority,1968,Vehicle stop
2006,5/12/17,1,1,Abuse of Authority,1969,Vehicle stop
2006,5/12/17,1,1,Abuse of Authority,1971,Vehicle stop
2007,5/12/17,1,1,Abuse of Authority,577,Frisk
2007,5/12/17,1,1,Abuse of Authority,1247,Frisk
2007,5/12/17,1,1,Abuse of Authority,1375,Frisk
2007,5/12/17,1,1,Abuse of Authority,1492,Frisk
2007,5/12/17,1,1,Abuse of Authority,2237,Frisk
2007,5/12/17,1,1,Abuse of Authority,1953,Other
2007,5/12/17,1,1,Abuse of Authority,2328,Other
2007,5/12/17,1,1,Abuse of Authority,2238,Question
2007,5/12/17,1,1,Abuse of Authority,309,Question and/or stop
2007,5/12/17,1,1,Abuse of Authority,578,Question and/or stop
2007,5/12/17,1,1,Abuse of Authority,579,Question and/or stop
2007,5/12/17,1,1,Abuse of Authority,705,Question and/or stop
2007,5/12/17,1,1,Abuse of Authority,900,Question and/or stop
2007,5/12/17,1,1,Abuse of Authority,1314,Question and/or stop
2007,5/12/17,1,1,Abuse of Authority,1373,Question and/or stop
2007,5/12/17,1,1,Abuse of Authority,1491,Question and/or stop
2007,5/12/17,1,1,Abuse of Authority,1513,Question and/or stop
2007,5/12/17,1,1,Abuse of Authority,1515,Question and/or stop
2007,5/12/17,1,1,Abuse of Authority,1529,Question and/or stop
2007,5/12/17,1,1,Abuse of Authority,1530,Question and/or stop
2007,5/12/17,1,1,Abuse of Authority,1532,Question and/or stop
2007,5/12/17,1,1,Abuse of Authority,1823,Question and/or stop
2007,5/12/17,1,1,Abuse of Authority,1824,Question and/or stop
2007,5/12/17,1,1,Abuse of Authority,1826,Question and/or stop
2007,5/12/17,1,1,Abuse of Authority,1973,Question and/or stop
2007,5/12/17,1,1,Abuse of Authority,2077,Question and/or stop
2007,5/12/17,1,1,Abuse of Authority,2105,Question and/or stop
2007,5/12/17,1,1,Abuse of Authority,2210,Question and/or stop
2007,5/12/17,1,1,Abuse of Authority,2251,Question and/or stop
2007,5/12/17,1,1,Abuse of Authority,314,Refusal to process civilian complaint
2007,5/12/17,1,1,Abuse of Authority,310,Refusal to provide name/shield number
2007,5/12/17,1,1,Abuse of Authority,313,Refusal to provide name/shield number
2007,5/12/17,1,1,Abuse of Authority,449,Refusal to provide name/shield number
2007,5/12/17,1,1,Abuse of Authority,576,Refusal to provide name/shield number
2007,5/12/17,1,1,Abuse of Authority,704,Refusal to provide name/shield number
2007,5/12/17,1,1,Abuse of Authority,825,Refusal to provide name/shield number
2007,5/12/17,1,1,Abuse of Authority,826,Refusal to provide name/shield number
2007,5/12/17,1,1,Abuse of Authority,828,Refusal to provide name/shield number
2007,5/12/17,1,1,Abuse of Authority,1034,Refusal to provide name/shield number
2007,5/12/17,1,1,Abuse of Authority,1112,Refusal to provide name/shield number
2007,5/12/17,1,1,Abuse of Authority,1228,Refusal to provide name/shield number
2007,5/12/17,1,1,Abuse of Authority,1246,Refusal to provide name/shield number
2007,5/12/17,1,1,Abuse of Authority,1504,Refusal to provide name/shield number
2007,5/12/17,1,1,Abuse of Authority,1680,Refusal to provide name/shield number
2007,5/12/17,1,1,Abuse of Authority,1827,Refusal to provide name/shield number
2007,5/12/17,1,1,Abuse of Authority,2130,Refusal to provide name/shield number
2007,5/12/17,1,1,Abuse of Authority,2132,Refusal to provide name/shield number
2007,5/12/17,1,1,Abuse of Authority,2133,Refusal to provide name/shield number
2007,5/12/17,1,1,Abuse of Authority,2252,Refusal to provide name/shield number
2007,5/12/17,1,1,Abuse of Authority,2254,Refusal to provide name/shield number
2007,5/12/17,1,1,Abuse of Authority,575,Search (of person)
2007,5/12/17,1,1,Abuse of Authority,899,Search (of person)
2007,5/12/17,1,1,Abuse of Authority,1374,Search (of person)
2007,5/12/17,1,1,Abuse of Authority,1531,Search (of person)
2007,5/12/17,1,1,Abuse of Authority,1825,Search (of person)
2007,5/12/17,1,1,Abuse of Authority,1975,Search (of person)
2007,5/12/17,1,1,Abuse of Authority,1035,Stop
2007,5/12/17,1,1,Abuse of Authority,1249,Stop
2007,5/12/17,1,1,Abuse of Authority,1376,Stop
2007,5/12/17,1,1,Abuse of Authority,1637,Stop
2007,5/12/17,1,1,Abuse of Authority,1931,Stop
2007,5/12/17,1,1,Abuse of Authority,294,Threat of arrest
2007,5/12/17,1,1,Abuse of Authority,312,Threat of arrest
2007,5/12/17,1,1,Abuse of Authority,387,Threat of arrest
2007,5/12/17,1,1,Abuse of Authority,448,Threat of arrest
2007,5/12/17,1,1,Abuse of Authority,558,Threat of arrest
2007,5/12/17,1,1,Abuse of Authority,574,Threat of arrest
2007,5/12/17,1,1,Abuse of Authority,812,Threat of arrest
2007,5/12/17,1,1,Abuse of Authority,955,Threat of arrest
2007,5/12/17,1,1,Abuse of Authority,958,Threat of arrest
2007,5/12/17,1,1,Abuse of Authority,1198,Threat of arrest
2007,5/12/17,1,1,Abuse of Authority,1244,Threat of arrest
2007,5/12/17,1,1,Abuse of Authority,1245,Threat of arrest
2007,5/12/17,1,1,Abuse of Authority,1372,Threat of arrest
2007,5/12/17,1,1,Abuse of Authority,1502,Threat of arrest
2007,5/12/17,1,1,Abuse of Authority,1514,Threat of arrest
2007,5/12/17,1,1,Abuse of Authority,1516,Threat of arrest
2007,5/12/17,1,1,Abuse of Authority,1623,Threat of arrest
2007,5/12/17,1,1,Abuse of Authority,1624,Threat of arrest
2007,5/12/17,1,1,Abuse of Authority,1828,Threat of arrest
2007,5/12/17,1,1,Abuse of Authority,2131,Threat of arrest
2007,5/12/17,1,1,Abuse of Authority,2253,Threat of arrest
2007,5/12/17,1,1,Abuse of Authority,2329,Threat of arrest
2007,5/12/17,1,1,Abuse of Authority,2404,Threat of arrest
2007,5/12/17,1,1,Abuse of Authority,311,Threat of force (verbal or physical)
2007,5/12/17,1,1,Abuse of Authority,824,Threat of force (verbal or physical)
2007,5/12/17,1,1,Abuse of Authority,827,Threat of force (verbal or physical)
2007,5/12/17,1,1,Abuse of Authority,1248,Threat of force (verbal or physical)
2007,5/12/17,1,1,Abuse of Authority,1681,Threat of force (verbal or physical)
2007,5/12/17,1,1,Abuse of Authority,1822,Threat of force (verbal or physical)
2007,5/12/17,1,1,Abuse of Authority,1974,Threat of force (verbal or physical)
2007,5/12/17,1,1,Abuse of Authority,573,Threat of summons
2007,5/12/17,1,1,Abuse of Authority,580,Threat of summons
2007,5/12/17,1,1,Abuse of Authority,664,Threat of summons
2007,5/12/17,1,1,Abuse of Authority,706,Threat of summons
2007,5/12/17,1,1,Abuse of Authority,1922,Threat of summons
2007,5/12/17,1,1,Abuse of Authority,1932,Threat of summons
2007,5/12/17,1,1,Abuse of Authority,1503,Threat to notify ACS
2007,5/12/17,1,1,Abuse of Authority,1113,Vehicle stop
2007,5/12/17,1,1,Abuse of Authority,1114,Vehicle stop
2007,5/12/17,1,1,Abuse of Authority,2327,Vehicle stop
2007,5/12/17,1,1,Abuse of Authority,2330,Vehicle stop
2007,5/12/17,1,1,Abuse of Authority,2331,Vehicle stop
2008,5/12/17,1,1,Abuse of Authority,289,Frisk
2008,5/12/17,1,1,Abuse of Authority,455,Frisk
2008,5/12/17,1,1,Abuse of Authority,458,Frisk
2008,5/12/17,1,1,Abuse of Authority,959,Frisk
2008,5/12/17,1,1,Abuse of Authority,963,Frisk
2008,5/12/17,1,1,Abuse of Authority,1046,Frisk
2008,5/12/17,1,1,Abuse of Authority,1063,Frisk
2008,5/12/17,1,1,Abuse of Authority,1067,Frisk
2008,5/12/17,1,1,Abuse of Authority,1083,Frisk
2008,5/12/17,1,1,Abuse of Authority,1259,Frisk
2008,5/12/17,1,1,Abuse of Authority,1533,Frisk
2008,5/12/17,1,1,Abuse of Authority,1684,Frisk
2008,5/12/17,1,1,Abuse of Authority,1751,Frisk
2008,5/12/17,1,1,Abuse of Authority,1943,Frisk
2008,5/12/17,1,1,Abuse of Authority,1982,Frisk
2008,5/12/17,1,1,Abuse of Authority,1983,Frisk
2008,5/12/17,1,1,Abuse of Authority,2405,Frisk
2008,5/12/17,1,1,Abuse of Authority,2406,Frisk
2008,5/12/17,1,1,Abuse of Authority,772,Improper dissemination of medical info
2008,5/12/17,1,1,Abuse of Authority,315,Other
2008,5/12/17,1,1,Abuse of Authority,1606,Other
2008,5/12/17,1,1,Abuse of Authority,287,Question
2008,5/12/17,1,1,Abuse of Authority,454,Question
2008,5/12/17,1,1,Abuse of Authority,1455,Question
2008,5/12/17,1,1,Abuse of Authority,1645,Question
2008,5/12/17,1,1,Abuse of Authority,1665,Question
2008,5/12/17,1,1,Abuse of Authority,1683,Question
2008,5/12/17,1,1,Abuse of Authority,1941,Question
2008,5/12/17,1,1,Abuse of Authority,2384,Question
2008,5/12/17,1,1,Abuse of Authority,939,Refusal to process civilian complaint
2008,5/12/17,1,1,Abuse of Authority,1536,Refusal to process civilian complaint
2008,5/12/17,1,1,Abuse of Authority,316,Refusal to provide name/shield number
2008,5/12/17,1,1,Abuse of Authority,451,Refusal to provide name/shield number
2008,5/12/17,1,1,Abuse of Authority,553,Refusal to provide name/shield number
2008,5/12/17,1,1,Abuse of Authority,678,Refusal to provide name/shield number
2008,5/12/17,1,1,Abuse of Authority,926,Refusal to provide name/shield number
2008,5/12/17,1,1,Abuse of Authority,1058,Refusal to provide name/shield number
2008,5/12/17,1,1,Abuse of Authority,1115,Refusal to provide name/shield number
2008,5/12/17,1,1,Abuse of Authority,1119,Refusal to provide name/shield number
2008,5/12/17,1,1,Abuse of Authority,1342,Refusal to provide name/shield number
2008,5/12/17,1,1,Abuse of Authority,1543,Refusal to provide name/shield number
2008,5/12/17,1,1,Abuse of Authority,1604,Refusal to provide name/shield number
2008,5/12/17,1,1,Abuse of Authority,1829,Refusal to provide name/shield number
2008,5/12/17,1,1,Abuse of Authority,1940,Refusal to provide name/shield number
2008,5/12/17,1,1,Abuse of Authority,1979,Refusal to provide name/shield number
2008,5/12/17,1,1,Abuse of Authority,2200,Refusal to provide name/shield number
2008,5/12/17,1,1,Abuse of Authority,2258,Refusal to provide name/shield number
2008,5/12/17,1,1,Abuse of Authority,2375,Refusal to provide name/shield number
2008,5/12/17,1,1,Abuse of Authority,1989,Retaliatory summons
2008,5/12/17,1,1,Abuse of Authority,408,Search (of person)
2008,5/12/17,1,1,Abuse of Authority,456,Search (of person)
2008,5/12/17,1,1,Abuse of Authority,457,Search (of person)
2008,5/12/17,1,1,Abuse of Authority,830,Search (of person)
2008,5/12/17,1,1,Abuse of Authority,961,Search (of person)
2008,5/12/17,1,1,Abuse of Authority,962,Search (of person)
2008,5/12/17,1,1,Abuse of Authority,965,Search (of person)
2008,5/12/17,1,1,Abuse of Authority,1064,Search (of person)
2008,5/12/17,1,1,Abuse of Authority,1066,Search (of person)
2008,5/12/17,1,1,Abuse of Authority,1116,Search (of person)
2008,5/12/17,1,1,Abuse of Authority,1255,Search (of person)
2008,5/12/17,1,1,Abuse of Authority,1261,Search (of person)
2008,5/12/17,1,1,Abuse of Authority,1335,Search (of person)
2008,5/12/17,1,1,Abuse of Authority,1377,Search (of person)
2008,5/12/17,1,1,Abuse of Authority,1537,Search (of person)
2008,5/12/17,1,1,Abuse of Authority,1540,Search (of person)
2008,5/12/17,1,1,Abuse of Authority,1666,Search (of person)
2008,5/12/17,1,1,Abuse of Authority,1685,Search (of person)
2008,5/12/17,1,1,Abuse of Authority,1942,Search (of person)
2008,5/12/17,1,1,Abuse of Authority,1981,Search (of person)
2008,5/12/17,1,1,Abuse of Authority,1984,Search (of person)
2008,5/12/17,1,1,Abuse of Authority,2057,Search (of person)
2008,5/12/17,1,1,Abuse of Authority,2059,Search (of person)
2008,5/12/17,1,1,Abuse of Authority,288,Stop
2008,5/12/17,1,1,Abuse of Authority,407,Stop
2008,5/12/17,1,1,Abuse of Authority,417,Stop
2008,5/12/17,1,1,Abuse of Authority,418,Stop
2008,5/12/17,1,1,Abuse of Authority,453,Stop
2008,5/12/17,1,1,Abuse of Authority,677,Stop
2008,5/12/17,1,1,Abuse of Authority,829,Stop
2008,5/12/17,1,1,Abuse of Authority,831,Stop
2008,5/12/17,1,1,Abuse of Authority,832,Stop
2008,5/12/17,1,1,Abuse of Authority,833,Stop
2008,5/12/17,1,1,Abuse of Authority,960,Stop
2008,5/12/17,1,1,Abuse of Authority,964,Stop
2008,5/12/17,1,1,Abuse of Authority,966,Stop
2008,5/12/17,1,1,Abuse of Authority,1047,Stop
2008,5/12/17,1,1,Abuse of Authority,1048,Stop
2008,5/12/17,1,1,Abuse of Authority,1062,Stop
2008,5/12/17,1,1,Abuse of Authority,1068,Stop
2008,5/12/17,1,1,Abuse of Authority,1082,Stop
2008,5/12/17,1,1,Abuse of Authority,1117,Stop
2008,5/12/17,1,1,Abuse of Authority,1252,Stop
2008,5/12/17,1,1,Abuse of Authority,1258,Stop
2008,5/12/17,1,1,Abuse of Authority,1260,Stop
2008,5/12/17,1,1,Abuse of Authority,1326,Stop
2008,5/12/17,1,1,Abuse of Authority,1336,Stop
2008,5/12/17,1,1,Abuse of Authority,1355,Stop
2008,5/12/17,1,1,Abuse of Authority,1357,Stop
2008,5/12/17,1,1,Abuse of Authority,1378,Stop
2008,5/12/17,1,1,Abuse of Authority,1454,Stop
2008,5/12/17,1,1,Abuse of Authority,1465,Stop
2008,5/12/17,1,1,Abuse of Authority,1534,Stop
2008,5/12/17,1,1,Abuse of Authority,1535,Stop
2008,5/12/17,1,1,Abuse of Authority,1538,Stop
2008,5/12/17,1,1,Abuse of Authority,1539,Stop
2008,5/12/17,1,1,Abuse of Authority,1542,Stop
2008,5/12/17,1,1,Abuse of Authority,1752,Stop
2008,5/12/17,1,1,Abuse of Authority,1976,Stop
2008,5/12/17,1,1,Abuse of Authority,1980,Stop
2008,5/12/17,1,1,Abuse of Authority,1985,Stop
2008,5/12/17,1,1,Abuse of Authority,2056,Stop
2008,5/12/17,1,1,Abuse of Authority,2058,Stop
2008,5/12/17,1,1,Abuse of Authority,2260,Stop
2008,5/12/17,1,1,Abuse of Authority,2407,Stop
2008,5/12/17,1,1,Abuse of Authority,2411,Stop
2008,5/12/17,1,1,Abuse of Authority,406,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,452,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,581,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,944,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,967,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,1065,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,1118,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,1188,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,1251,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,1257,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,1356,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,1379,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,1544,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,1605,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,1682,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,1778,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,1793,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,1830,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,1914,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,1977,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,1978,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,1986,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,2094,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,2114,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,2135,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,2136,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,2255,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,2257,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,2259,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,2261,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,2383,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,2408,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,2410,Threat of arrest
2008,5/12/17,1,1,Abuse of Authority,582,Threat of force (verbal or physical)
2008,5/12/17,1,1,Abuse of Authority,2409,Threat of force (verbal or physical)
2008,5/12/17,1,1,Abuse of Authority,1250,Threat of summons
2008,5/12/17,1,1,Abuse of Authority,1987,Threat of summons
