Close Year,Date Stamp,Full Investigation,Number of Records (copy),Number of Records,Uniq Id
2007,5/12/17,Not Fully Investigated,1,1,8733
2007,5/12/17,Not Fully Investigated,1,1,8735
2007,5/12/17,Not Fully Investigated,1,1,8736
2007,5/12/17,Not Fully Investigated,1,1,8738
2007,5/12/17,Not Fully Investigated,1,1,8741
2007,5/12/17,Not Fully Investigated,1,1,8744
2007,5/12/17,Not Fully Investigated,1,1,8745
2007,5/12/17,Not Fully Investigated,1,1,8749
2007,5/12/17,Not Fully Investigated,1,1,8750
2007,5/12/17,Not Fully Investigated,1,1,8751
2007,5/12/17,Not Fully Investigated,1,1,8753
2007,5/12/17,Not Fully Investigated,1,1,8754
2007,5/12/17,Not Fully Investigated,1,1,8755
2007,5/12/17,Not Fully Investigated,1,1,8756
2007,5/12/17,Not Fully Investigated,1,1,8758
2007,5/12/17,Not Fully Investigated,1,1,8759
2007,5/12/17,Not Fully Investigated,1,1,8760
2007,5/12/17,Not Fully Investigated,1,1,8814
2007,5/12/17,Not Fully Investigated,1,1,8858
2007,5/12/17,Not Fully Investigated,1,1,8921
2007,5/12/17,Not Fully Investigated,1,1,8955
2007,5/12/17,Not Fully Investigated,1,1,8957
2007,5/12/17,Not Fully Investigated,1,1,8958
2007,5/12/17,Not Fully Investigated,1,1,8959
2007,5/12/17,Not Fully Investigated,1,1,8960
2007,5/12/17,Not Fully Investigated,1,1,8961
2007,5/12/17,Not Fully Investigated,1,1,8962
2007,5/12/17,Not Fully Investigated,1,1,8963
2007,5/12/17,Not Fully Investigated,1,1,8967
2007,5/12/17,Not Fully Investigated,1,1,8969
2007,5/12/17,Not Fully Investigated,1,1,8970
2007,5/12/17,Not Fully Investigated,1,1,8972
2007,5/12/17,Not Fully Investigated,1,1,8977
2007,5/12/17,Not Fully Investigated,1,1,8979
2007,5/12/17,Not Fully Investigated,1,1,8980
2007,5/12/17,Not Fully Investigated,1,1,8981
2007,5/12/17,Not Fully Investigated,1,1,8984
2007,5/12/17,Not Fully Investigated,1,1,8985
2007,5/12/17,Not Fully Investigated,1,1,8988
2007,5/12/17,Not Fully Investigated,1,1,8989
2007,5/12/17,Not Fully Investigated,1,1,8991
2007,5/12/17,Not Fully Investigated,1,1,8993
2007,5/12/17,Not Fully Investigated,1,1,8995
2007,5/12/17,Not Fully Investigated,1,1,8998
2007,5/12/17,Not Fully Investigated,1,1,9002
2007,5/12/17,Not Fully Investigated,1,1,9003
2007,5/12/17,Not Fully Investigated,1,1,9005
2007,5/12/17,Not Fully Investigated,1,1,9007
2007,5/12/17,Not Fully Investigated,1,1,9008
2007,5/12/17,Not Fully Investigated,1,1,9009
2007,5/12/17,Not Fully Investigated,1,1,9010
2007,5/12/17,Not Fully Investigated,1,1,9012
2007,5/12/17,Not Fully Investigated,1,1,9013
2007,5/12/17,Not Fully Investigated,1,1,9014
2007,5/12/17,Not Fully Investigated,1,1,9015
2007,5/12/17,Not Fully Investigated,1,1,9017
2007,5/12/17,Not Fully Investigated,1,1,9018
2007,5/12/17,Not Fully Investigated,1,1,9019
2007,5/12/17,Not Fully Investigated,1,1,9020
2007,5/12/17,Not Fully Investigated,1,1,9022
2007,5/12/17,Not Fully Investigated,1,1,9024
2007,5/12/17,Not Fully Investigated,1,1,9026
2007,5/12/17,Not Fully Investigated,1,1,9027
2007,5/12/17,Not Fully Investigated,1,1,9029
2007,5/12/17,Not Fully Investigated,1,1,9032
2007,5/12/17,Not Fully Investigated,1,1,9036
2007,5/12/17,Not Fully Investigated,1,1,9037
2007,5/12/17,Not Fully Investigated,1,1,9038
2007,5/12/17,Not Fully Investigated,1,1,9040
2007,5/12/17,Not Fully Investigated,1,1,9041
2007,5/12/17,Not Fully Investigated,1,1,9042
2007,5/12/17,Not Fully Investigated,1,1,9043
2007,5/12/17,Not Fully Investigated,1,1,9045
2007,5/12/17,Not Fully Investigated,1,1,9046
2007,5/12/17,Not Fully Investigated,1,1,9047
2007,5/12/17,Not Fully Investigated,1,1,9048
2007,5/12/17,Not Fully Investigated,1,1,9049
2007,5/12/17,Not Fully Investigated,1,1,9052
2007,5/12/17,Not Fully Investigated,1,1,9151
2007,5/12/17,Not Fully Investigated,1,1,9200
2007,5/12/17,Not Fully Investigated,1,1,9204
2007,5/12/17,Not Fully Investigated,1,1,9206
2007,5/12/17,Not Fully Investigated,1,1,9211
2007,5/12/17,Not Fully Investigated,1,1,9217
2007,5/12/17,Not Fully Investigated,1,1,9224
2007,5/12/17,Not Fully Investigated,1,1,9226
2007,5/12/17,Not Fully Investigated,1,1,9231
2007,5/12/17,Not Fully Investigated,1,1,9234
2007,5/12/17,Not Fully Investigated,1,1,9235
2007,5/12/17,Not Fully Investigated,1,1,9278
2007,5/12/17,Not Fully Investigated,1,1,9294
2007,5/12/17,Not Fully Investigated,1,1,9296
2007,5/12/17,Not Fully Investigated,1,1,9302
2007,5/12/17,Not Fully Investigated,1,1,9316
2007,5/12/17,Not Fully Investigated,1,1,9322
2007,5/12/17,Not Fully Investigated,1,1,9323
2007,5/12/17,Not Fully Investigated,1,1,9327
2007,5/12/17,Not Fully Investigated,1,1,9328
2007,5/12/17,Not Fully Investigated,1,1,9339
2007,5/12/17,Not Fully Investigated,1,1,9343
2007,5/12/17,Not Fully Investigated,1,1,9344
2007,5/12/17,Not Fully Investigated,1,1,9352
2007,5/12/17,Not Fully Investigated,1,1,9365
2007,5/12/17,Not Fully Investigated,1,1,9367
2007,5/12/17,Not Fully Investigated,1,1,9370
2007,5/12/17,Not Fully Investigated,1,1,9377
2007,5/12/17,Not Fully Investigated,1,1,9383
2007,5/12/17,Not Fully Investigated,1,1,9395
2007,5/12/17,Not Fully Investigated,1,1,9398
2007,5/12/17,Not Fully Investigated,1,1,9399
2007,5/12/17,Not Fully Investigated,1,1,9406
2007,5/12/17,Not Fully Investigated,1,1,9407
2007,5/12/17,Not Fully Investigated,1,1,9409
2007,5/12/17,Not Fully Investigated,1,1,9420
2007,5/12/17,Not Fully Investigated,1,1,9426
2007,5/12/17,Not Fully Investigated,1,1,9429
2007,5/12/17,Not Fully Investigated,1,1,9431
2007,5/12/17,Not Fully Investigated,1,1,9434
2007,5/12/17,Not Fully Investigated,1,1,9439
2007,5/12/17,Not Fully Investigated,1,1,9446
2007,5/12/17,Not Fully Investigated,1,1,9447
2007,5/12/17,Not Fully Investigated,1,1,9448
2007,5/12/17,Not Fully Investigated,1,1,9450
2007,5/12/17,Not Fully Investigated,1,1,9454
2007,5/12/17,Not Fully Investigated,1,1,9455
2007,5/12/17,Not Fully Investigated,1,1,9456
2007,5/12/17,Not Fully Investigated,1,1,9457
2007,5/12/17,Not Fully Investigated,1,1,9459
2007,5/12/17,Not Fully Investigated,1,1,9461
2007,5/12/17,Not Fully Investigated,1,1,9462
2007,5/12/17,Not Fully Investigated,1,1,9464
2007,5/12/17,Not Fully Investigated,1,1,9465
2007,5/12/17,Not Fully Investigated,1,1,9466
2007,5/12/17,Not Fully Investigated,1,1,9467
2007,5/12/17,Not Fully Investigated,1,1,9468
2007,5/12/17,Not Fully Investigated,1,1,9470
2007,5/12/17,Not Fully Investigated,1,1,9471
2007,5/12/17,Not Fully Investigated,1,1,9472
2007,5/12/17,Not Fully Investigated,1,1,9473
2007,5/12/17,Not Fully Investigated,1,1,9474
2007,5/12/17,Not Fully Investigated,1,1,9475
2007,5/12/17,Not Fully Investigated,1,1,9477
2007,5/12/17,Not Fully Investigated,1,1,9479
2007,5/12/17,Not Fully Investigated,1,1,9481
2007,5/12/17,Not Fully Investigated,1,1,9482
2007,5/12/17,Not Fully Investigated,1,1,9483
2007,5/12/17,Not Fully Investigated,1,1,9486
2007,5/12/17,Not Fully Investigated,1,1,9487
2007,5/12/17,Not Fully Investigated,1,1,9489
2007,5/12/17,Not Fully Investigated,1,1,9490
2007,5/12/17,Not Fully Investigated,1,1,9491
2007,5/12/17,Not Fully Investigated,1,1,9492
2007,5/12/17,Not Fully Investigated,1,1,9495
2007,5/12/17,Not Fully Investigated,1,1,9496
2007,5/12/17,Not Fully Investigated,1,1,9498
2007,5/12/17,Not Fully Investigated,1,1,9499
2007,5/12/17,Not Fully Investigated,1,1,9503
2007,5/12/17,Not Fully Investigated,1,1,9504
2007,5/12/17,Not Fully Investigated,1,1,9508
2007,5/12/17,Not Fully Investigated,1,1,9509
2007,5/12/17,Not Fully Investigated,1,1,9510
2007,5/12/17,Not Fully Investigated,1,1,9511
2007,5/12/17,Not Fully Investigated,1,1,9512
2007,5/12/17,Not Fully Investigated,1,1,9513
2007,5/12/17,Not Fully Investigated,1,1,9515
2007,5/12/17,Not Fully Investigated,1,1,9516
2007,5/12/17,Not Fully Investigated,1,1,9519
2007,5/12/17,Not Fully Investigated,1,1,9522
2007,5/12/17,Not Fully Investigated,1,1,9523
2007,5/12/17,Not Fully Investigated,1,1,9524
2007,5/12/17,Not Fully Investigated,1,1,9525
2007,5/12/17,Not Fully Investigated,1,1,9526
2007,5/12/17,Not Fully Investigated,1,1,9527
2007,5/12/17,Not Fully Investigated,1,1,9529
2007,5/12/17,Not Fully Investigated,1,1,9530
2007,5/12/17,Not Fully Investigated,1,1,9531
2007,5/12/17,Not Fully Investigated,1,1,9532
2007,5/12/17,Not Fully Investigated,1,1,9534
2007,5/12/17,Not Fully Investigated,1,1,9536
2007,5/12/17,Not Fully Investigated,1,1,9537
2007,5/12/17,Not Fully Investigated,1,1,9538
2007,5/12/17,Not Fully Investigated,1,1,9539
2007,5/12/17,Not Fully Investigated,1,1,9540
2007,5/12/17,Not Fully Investigated,1,1,9541
2007,5/12/17,Not Fully Investigated,1,1,9542
2007,5/12/17,Not Fully Investigated,1,1,9543
2007,5/12/17,Not Fully Investigated,1,1,9544
2007,5/12/17,Not Fully Investigated,1,1,9545
2007,5/12/17,Not Fully Investigated,1,1,9546
2007,5/12/17,Not Fully Investigated,1,1,9547
2007,5/12/17,Not Fully Investigated,1,1,9551
2007,5/12/17,Not Fully Investigated,1,1,9552
2007,5/12/17,Not Fully Investigated,1,1,9555
2007,5/12/17,Not Fully Investigated,1,1,9556
2007,5/12/17,Not Fully Investigated,1,1,9559
2007,5/12/17,Not Fully Investigated,1,1,9560
2007,5/12/17,Not Fully Investigated,1,1,9561
2007,5/12/17,Not Fully Investigated,1,1,9562
2007,5/12/17,Not Fully Investigated,1,1,9564
2007,5/12/17,Not Fully Investigated,1,1,9565
2007,5/12/17,Not Fully Investigated,1,1,9566
2007,5/12/17,Not Fully Investigated,1,1,9567
2007,5/12/17,Not Fully Investigated,1,1,9568
2007,5/12/17,Not Fully Investigated,1,1,9570
2007,5/12/17,Not Fully Investigated,1,1,9571
2007,5/12/17,Not Fully Investigated,1,1,9572
2007,5/12/17,Not Fully Investigated,1,1,9573
2007,5/12/17,Not Fully Investigated,1,1,9576
2007,5/12/17,Not Fully Investigated,1,1,9578
2007,5/12/17,Not Fully Investigated,1,1,9580
2007,5/12/17,Not Fully Investigated,1,1,9582
2007,5/12/17,Not Fully Investigated,1,1,9583
2007,5/12/17,Not Fully Investigated,1,1,9584
2007,5/12/17,Not Fully Investigated,1,1,9585
2007,5/12/17,Not Fully Investigated,1,1,9587
2007,5/12/17,Not Fully Investigated,1,1,9588
2007,5/12/17,Not Fully Investigated,1,1,9589
2007,5/12/17,Not Fully Investigated,1,1,9590
2007,5/12/17,Not Fully Investigated,1,1,9593
2007,5/12/17,Not Fully Investigated,1,1,9596
2007,5/12/17,Not Fully Investigated,1,1,9597
2007,5/12/17,Not Fully Investigated,1,1,9598
2007,5/12/17,Not Fully Investigated,1,1,9599
2007,5/12/17,Not Fully Investigated,1,1,9600
2007,5/12/17,Not Fully Investigated,1,1,9601
2007,5/12/17,Not Fully Investigated,1,1,9602
2007,5/12/17,Not Fully Investigated,1,1,9605
2007,5/12/17,Not Fully Investigated,1,1,9611
2007,5/12/17,Not Fully Investigated,1,1,9613
2007,5/12/17,Not Fully Investigated,1,1,9616
2007,5/12/17,Not Fully Investigated,1,1,9617
2007,5/12/17,Not Fully Investigated,1,1,9620
2007,5/12/17,Not Fully Investigated,1,1,9623
2007,5/12/17,Not Fully Investigated,1,1,9628
2007,5/12/17,Not Fully Investigated,1,1,9629
2007,5/12/17,Not Fully Investigated,1,1,9632
2007,5/12/17,Not Fully Investigated,1,1,9633
2007,5/12/17,Not Fully Investigated,1,1,9636
2007,5/12/17,Not Fully Investigated,1,1,9640
2007,5/12/17,Not Fully Investigated,1,1,9641
2007,5/12/17,Not Fully Investigated,1,1,9644
2007,5/12/17,Not Fully Investigated,1,1,9645
2007,5/12/17,Not Fully Investigated,1,1,9646
2007,5/12/17,Not Fully Investigated,1,1,9647
2007,5/12/17,Not Fully Investigated,1,1,9648
2007,5/12/17,Not Fully Investigated,1,1,9649
2007,5/12/17,Not Fully Investigated,1,1,9650
2007,5/12/17,Not Fully Investigated,1,1,9653
2007,5/12/17,Not Fully Investigated,1,1,9654
2007,5/12/17,Not Fully Investigated,1,1,9655
2007,5/12/17,Not Fully Investigated,1,1,9658
2007,5/12/17,Not Fully Investigated,1,1,9660
2007,5/12/17,Not Fully Investigated,1,1,9661
2007,5/12/17,Not Fully Investigated,1,1,9662
2007,5/12/17,Not Fully Investigated,1,1,9665
2007,5/12/17,Not Fully Investigated,1,1,9666
2007,5/12/17,Not Fully Investigated,1,1,9667
2007,5/12/17,Not Fully Investigated,1,1,9668
2007,5/12/17,Not Fully Investigated,1,1,9671
2007,5/12/17,Not Fully Investigated,1,1,9672
2007,5/12/17,Not Fully Investigated,1,1,9673
2007,5/12/17,Not Fully Investigated,1,1,9674
2007,5/12/17,Not Fully Investigated,1,1,9677
2007,5/12/17,Not Fully Investigated,1,1,9680
2007,5/12/17,Not Fully Investigated,1,1,9684
2007,5/12/17,Not Fully Investigated,1,1,9685
2007,5/12/17,Not Fully Investigated,1,1,9686
2007,5/12/17,Not Fully Investigated,1,1,9687
2007,5/12/17,Not Fully Investigated,1,1,9688
2007,5/12/17,Not Fully Investigated,1,1,9689
2007,5/12/17,Not Fully Investigated,1,1,9690
2007,5/12/17,Not Fully Investigated,1,1,9691
2007,5/12/17,Not Fully Investigated,1,1,9694
2007,5/12/17,Not Fully Investigated,1,1,9696
2007,5/12/17,Not Fully Investigated,1,1,9700
2007,5/12/17,Not Fully Investigated,1,1,9701
2007,5/12/17,Not Fully Investigated,1,1,9702
2007,5/12/17,Not Fully Investigated,1,1,9703
2007,5/12/17,Not Fully Investigated,1,1,9706
2007,5/12/17,Not Fully Investigated,1,1,9707
2007,5/12/17,Not Fully Investigated,1,1,9711
2007,5/12/17,Not Fully Investigated,1,1,9715
2007,5/12/17,Not Fully Investigated,1,1,9717
2007,5/12/17,Not Fully Investigated,1,1,9718
2007,5/12/17,Not Fully Investigated,1,1,9720
2007,5/12/17,Not Fully Investigated,1,1,9721
2007,5/12/17,Not Fully Investigated,1,1,9722
2007,5/12/17,Not Fully Investigated,1,1,9723
2007,5/12/17,Not Fully Investigated,1,1,9724
2007,5/12/17,Not Fully Investigated,1,1,9725
2007,5/12/17,Not Fully Investigated,1,1,9726
2007,5/12/17,Not Fully Investigated,1,1,9727
2007,5/12/17,Not Fully Investigated,1,1,9728
2007,5/12/17,Not Fully Investigated,1,1,9729
2007,5/12/17,Not Fully Investigated,1,1,9730
2007,5/12/17,Not Fully Investigated,1,1,9731
2007,5/12/17,Not Fully Investigated,1,1,9734
2007,5/12/17,Not Fully Investigated,1,1,9736
2007,5/12/17,Not Fully Investigated,1,1,9737
2007,5/12/17,Not Fully Investigated,1,1,9738
2007,5/12/17,Not Fully Investigated,1,1,9742
2007,5/12/17,Not Fully Investigated,1,1,9743
2007,5/12/17,Not Fully Investigated,1,1,9747
2007,5/12/17,Not Fully Investigated,1,1,9749
2007,5/12/17,Not Fully Investigated,1,1,9750
2007,5/12/17,Not Fully Investigated,1,1,9751
2007,5/12/17,Not Fully Investigated,1,1,9752
2007,5/12/17,Not Fully Investigated,1,1,9753
2007,5/12/17,Not Fully Investigated,1,1,9754
2007,5/12/17,Not Fully Investigated,1,1,9755
2007,5/12/17,Not Fully Investigated,1,1,9757
2007,5/12/17,Not Fully Investigated,1,1,9758
2007,5/12/17,Not Fully Investigated,1,1,9760
2007,5/12/17,Not Fully Investigated,1,1,9762
2007,5/12/17,Not Fully Investigated,1,1,9763
2007,5/12/17,Not Fully Investigated,1,1,9764
2007,5/12/17,Not Fully Investigated,1,1,9765
2007,5/12/17,Not Fully Investigated,1,1,9766
2007,5/12/17,Not Fully Investigated,1,1,9769
2007,5/12/17,Not Fully Investigated,1,1,9771
2007,5/12/17,Not Fully Investigated,1,1,9773
2007,5/12/17,Not Fully Investigated,1,1,9774
2007,5/12/17,Not Fully Investigated,1,1,9776
2007,5/12/17,Not Fully Investigated,1,1,9777
2007,5/12/17,Not Fully Investigated,1,1,9778
2007,5/12/17,Not Fully Investigated,1,1,9779
2007,5/12/17,Not Fully Investigated,1,1,9780
2007,5/12/17,Not Fully Investigated,1,1,9781
2007,5/12/17,Not Fully Investigated,1,1,9784
2007,5/12/17,Not Fully Investigated,1,1,9785
2007,5/12/17,Not Fully Investigated,1,1,9786
2007,5/12/17,Not Fully Investigated,1,1,9790
2007,5/12/17,Not Fully Investigated,1,1,9791
2007,5/12/17,Not Fully Investigated,1,1,9793
2007,5/12/17,Not Fully Investigated,1,1,9794
2007,5/12/17,Not Fully Investigated,1,1,9795
2007,5/12/17,Not Fully Investigated,1,1,9798
2007,5/12/17,Not Fully Investigated,1,1,9799
2007,5/12/17,Not Fully Investigated,1,1,9800
2007,5/12/17,Not Fully Investigated,1,1,9801
2007,5/12/17,Not Fully Investigated,1,1,9802
2007,5/12/17,Not Fully Investigated,1,1,9804
2007,5/12/17,Not Fully Investigated,1,1,9806
2007,5/12/17,Not Fully Investigated,1,1,9807
2007,5/12/17,Not Fully Investigated,1,1,9808
2007,5/12/17,Not Fully Investigated,1,1,9810
2007,5/12/17,Not Fully Investigated,1,1,9811
2007,5/12/17,Not Fully Investigated,1,1,9812
2007,5/12/17,Not Fully Investigated,1,1,9815
2007,5/12/17,Not Fully Investigated,1,1,9816
2007,5/12/17,Not Fully Investigated,1,1,9817
2007,5/12/17,Not Fully Investigated,1,1,9820
2007,5/12/17,Not Fully Investigated,1,1,9821
2007,5/12/17,Not Fully Investigated,1,1,9823
2007,5/12/17,Not Fully Investigated,1,1,9824
2007,5/12/17,Not Fully Investigated,1,1,9826
2007,5/12/17,Not Fully Investigated,1,1,9828
2007,5/12/17,Not Fully Investigated,1,1,9829
2007,5/12/17,Not Fully Investigated,1,1,9830
2007,5/12/17,Not Fully Investigated,1,1,9832
2007,5/12/17,Not Fully Investigated,1,1,9833
2007,5/12/17,Not Fully Investigated,1,1,9834
2007,5/12/17,Not Fully Investigated,1,1,9836
2007,5/12/17,Not Fully Investigated,1,1,9838
2007,5/12/17,Not Fully Investigated,1,1,9843
2007,5/12/17,Not Fully Investigated,1,1,9845
2007,5/12/17,Not Fully Investigated,1,1,9846
2007,5/12/17,Not Fully Investigated,1,1,9848
2007,5/12/17,Not Fully Investigated,1,1,9850
2007,5/12/17,Not Fully Investigated,1,1,9851
2007,5/12/17,Not Fully Investigated,1,1,9852
2007,5/12/17,Not Fully Investigated,1,1,9853
2007,5/12/17,Not Fully Investigated,1,1,9854
2007,5/12/17,Not Fully Investigated,1,1,9855
2007,5/12/17,Not Fully Investigated,1,1,9858
2007,5/12/17,Not Fully Investigated,1,1,9862
2007,5/12/17,Not Fully Investigated,1,1,9864
2007,5/12/17,Not Fully Investigated,1,1,9865
2007,5/12/17,Not Fully Investigated,1,1,9870
2007,5/12/17,Not Fully Investigated,1,1,9871
2007,5/12/17,Not Fully Investigated,1,1,9872
2007,5/12/17,Not Fully Investigated,1,1,9873
2007,5/12/17,Not Fully Investigated,1,1,9875
2007,5/12/17,Not Fully Investigated,1,1,9876
2007,5/12/17,Not Fully Investigated,1,1,9877
2007,5/12/17,Not Fully Investigated,1,1,9878
2007,5/12/17,Not Fully Investigated,1,1,9879
2007,5/12/17,Not Fully Investigated,1,1,9880
2007,5/12/17,Not Fully Investigated,1,1,9881
2007,5/12/17,Not Fully Investigated,1,1,9882
2007,5/12/17,Not Fully Investigated,1,1,9883
2007,5/12/17,Not Fully Investigated,1,1,9885
2007,5/12/17,Not Fully Investigated,1,1,9886
2007,5/12/17,Not Fully Investigated,1,1,9888
2007,5/12/17,Not Fully Investigated,1,1,9889
2007,5/12/17,Not Fully Investigated,1,1,9890
2007,5/12/17,Not Fully Investigated,1,1,9893
2007,5/12/17,Not Fully Investigated,1,1,9894
2007,5/12/17,Not Fully Investigated,1,1,9896
2007,5/12/17,Not Fully Investigated,1,1,9897
2007,5/12/17,Not Fully Investigated,1,1,9898
2007,5/12/17,Not Fully Investigated,1,1,9899
2007,5/12/17,Not Fully Investigated,1,1,9900
2007,5/12/17,Not Fully Investigated,1,1,9901
2007,5/12/17,Not Fully Investigated,1,1,9902
2007,5/12/17,Not Fully Investigated,1,1,9906
2007,5/12/17,Not Fully Investigated,1,1,9907
2007,5/12/17,Not Fully Investigated,1,1,9908
2007,5/12/17,Not Fully Investigated,1,1,9909
2007,5/12/17,Not Fully Investigated,1,1,9910
2007,5/12/17,Not Fully Investigated,1,1,9911
2007,5/12/17,Not Fully Investigated,1,1,9912
2007,5/12/17,Not Fully Investigated,1,1,9914
2007,5/12/17,Not Fully Investigated,1,1,9915
2007,5/12/17,Not Fully Investigated,1,1,9916
2007,5/12/17,Not Fully Investigated,1,1,9918
2007,5/12/17,Not Fully Investigated,1,1,9919
2007,5/12/17,Not Fully Investigated,1,1,9920
2007,5/12/17,Not Fully Investigated,1,1,9921
2007,5/12/17,Not Fully Investigated,1,1,9922
2007,5/12/17,Not Fully Investigated,1,1,9924
2007,5/12/17,Not Fully Investigated,1,1,9925
2007,5/12/17,Not Fully Investigated,1,1,9926
2007,5/12/17,Not Fully Investigated,1,1,9927
2007,5/12/17,Not Fully Investigated,1,1,9928
2007,5/12/17,Not Fully Investigated,1,1,9949
2007,5/12/17,Not Fully Investigated,1,1,9951
2007,5/12/17,Not Fully Investigated,1,1,9952
2007,5/12/17,Not Fully Investigated,1,1,9953
2007,5/12/17,Not Fully Investigated,1,1,9954
2007,5/12/17,Not Fully Investigated,1,1,9955
2007,5/12/17,Not Fully Investigated,1,1,9957
2007,5/12/17,Not Fully Investigated,1,1,9958
2007,5/12/17,Not Fully Investigated,1,1,9960
2007,5/12/17,Not Fully Investigated,1,1,9961
2007,5/12/17,Not Fully Investigated,1,1,9962
2007,5/12/17,Not Fully Investigated,1,1,9964
2007,5/12/17,Not Fully Investigated,1,1,9967
2007,5/12/17,Not Fully Investigated,1,1,9968
2007,5/12/17,Not Fully Investigated,1,1,9969
2007,5/12/17,Not Fully Investigated,1,1,9970
2007,5/12/17,Not Fully Investigated,1,1,9971
2007,5/12/17,Not Fully Investigated,1,1,9972
2007,5/12/17,Not Fully Investigated,1,1,9976
2007,5/12/17,Not Fully Investigated,1,1,9979
2007,5/12/17,Not Fully Investigated,1,1,9980
2007,5/12/17,Not Fully Investigated,1,1,9981
2007,5/12/17,Not Fully Investigated,1,1,9982
2007,5/12/17,Not Fully Investigated,1,1,9983
2007,5/12/17,Not Fully Investigated,1,1,9984
2007,5/12/17,Not Fully Investigated,1,1,9985
2007,5/12/17,Not Fully Investigated,1,1,9988
2007,5/12/17,Not Fully Investigated,1,1,9989
2007,5/12/17,Not Fully Investigated,1,1,9990
2007,5/12/17,Not Fully Investigated,1,1,9991
2007,5/12/17,Not Fully Investigated,1,1,9992
2007,5/12/17,Not Fully Investigated,1,1,9993
2007,5/12/17,Not Fully Investigated,1,1,9994
2007,5/12/17,Not Fully Investigated,1,1,9995
2007,5/12/17,Not Fully Investigated,1,1,9999
2007,5/12/17,Not Fully Investigated,1,1,10000
2007,5/12/17,Not Fully Investigated,1,1,10002
2007,5/12/17,Not Fully Investigated,1,1,10004
2007,5/12/17,Not Fully Investigated,1,1,10007
2007,5/12/17,Not Fully Investigated,1,1,10008
2007,5/12/17,Not Fully Investigated,1,1,10009
2007,5/12/17,Not Fully Investigated,1,1,10011
2007,5/12/17,Not Fully Investigated,1,1,10012
2007,5/12/17,Not Fully Investigated,1,1,10013
2007,5/12/17,Not Fully Investigated,1,1,10014
2007,5/12/17,Not Fully Investigated,1,1,10015
2007,5/12/17,Not Fully Investigated,1,1,10017
2007,5/12/17,Not Fully Investigated,1,1,10018
2007,5/12/17,Not Fully Investigated,1,1,10019
2007,5/12/17,Not Fully Investigated,1,1,10020
2007,5/12/17,Not Fully Investigated,1,1,10022
2007,5/12/17,Not Fully Investigated,1,1,10028
2007,5/12/17,Not Fully Investigated,1,1,10029
2007,5/12/17,Not Fully Investigated,1,1,10032
2007,5/12/17,Not Fully Investigated,1,1,10033
2007,5/12/17,Not Fully Investigated,1,1,10034
2007,5/12/17,Not Fully Investigated,1,1,10035
2007,5/12/17,Not Fully Investigated,1,1,10036
2007,5/12/17,Not Fully Investigated,1,1,10037
2007,5/12/17,Not Fully Investigated,1,1,10038
2007,5/12/17,Not Fully Investigated,1,1,10039
2007,5/12/17,Not Fully Investigated,1,1,10040
2007,5/12/17,Not Fully Investigated,1,1,10041
2007,5/12/17,Not Fully Investigated,1,1,10042
2007,5/12/17,Not Fully Investigated,1,1,10043
2007,5/12/17,Not Fully Investigated,1,1,10044
2007,5/12/17,Not Fully Investigated,1,1,10045
2007,5/12/17,Not Fully Investigated,1,1,10047
2007,5/12/17,Not Fully Investigated,1,1,10048
2007,5/12/17,Not Fully Investigated,1,1,10050
2007,5/12/17,Not Fully Investigated,1,1,10051
2007,5/12/17,Not Fully Investigated,1,1,10052
2007,5/12/17,Not Fully Investigated,1,1,10053
2007,5/12/17,Not Fully Investigated,1,1,10054
2007,5/12/17,Not Fully Investigated,1,1,10056
2007,5/12/17,Not Fully Investigated,1,1,10057
2007,5/12/17,Not Fully Investigated,1,1,10058
2007,5/12/17,Not Fully Investigated,1,1,10059
2007,5/12/17,Not Fully Investigated,1,1,10060
2007,5/12/17,Not Fully Investigated,1,1,10061
2007,5/12/17,Not Fully Investigated,1,1,10062
2007,5/12/17,Not Fully Investigated,1,1,10064
2007,5/12/17,Not Fully Investigated,1,1,10065
2007,5/12/17,Not Fully Investigated,1,1,10066
2007,5/12/17,Not Fully Investigated,1,1,10067
2007,5/12/17,Not Fully Investigated,1,1,10068
2007,5/12/17,Not Fully Investigated,1,1,10069
2007,5/12/17,Not Fully Investigated,1,1,10070
2007,5/12/17,Not Fully Investigated,1,1,10071
2007,5/12/17,Not Fully Investigated,1,1,10072
2007,5/12/17,Not Fully Investigated,1,1,10073
2007,5/12/17,Not Fully Investigated,1,1,10075
2007,5/12/17,Not Fully Investigated,1,1,10076
2007,5/12/17,Not Fully Investigated,1,1,10078
2007,5/12/17,Not Fully Investigated,1,1,10079
2007,5/12/17,Not Fully Investigated,1,1,10080
2007,5/12/17,Not Fully Investigated,1,1,10081
2007,5/12/17,Not Fully Investigated,1,1,10082
2007,5/12/17,Not Fully Investigated,1,1,10084
2007,5/12/17,Not Fully Investigated,1,1,10085
2007,5/12/17,Not Fully Investigated,1,1,10087
2007,5/12/17,Not Fully Investigated,1,1,10088
2007,5/12/17,Not Fully Investigated,1,1,10091
2007,5/12/17,Not Fully Investigated,1,1,10094
2007,5/12/17,Not Fully Investigated,1,1,10095
2007,5/12/17,Not Fully Investigated,1,1,10096
2007,5/12/17,Not Fully Investigated,1,1,10097
2007,5/12/17,Not Fully Investigated,1,1,10098
2007,5/12/17,Not Fully Investigated,1,1,10099
2007,5/12/17,Not Fully Investigated,1,1,10100
2007,5/12/17,Not Fully Investigated,1,1,10101
